URL: /
Timestamp: Tue Apr 18 2023 15:38:33 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:38:34 GMT-0600 (Mountain Daylight Time)

URL: /
Timestamp: Tue Apr 18 2023 15:38:50 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:38:50 GMT-0600 (Mountain Daylight Time)

URL: /
Timestamp: Tue Apr 18 2023 15:39:23 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:39:23 GMT-0600 (Mountain Daylight Time)

URL: /documentation
Timestamp: Tue Apr 18 2023 15:41:24 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:41:24 GMT-0600 (Mountain Daylight Time)

URL: /index
Timestamp: Tue Apr 18 2023 15:41:37 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
::1 - - [02/May/2023:21:41:57 +0000] "GET /users/2 HTTP/1.1" 500 29 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
::1 - - [02/May/2023:21:42:05 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
::1 - - [02/May/2023:21:46:31 +0000] "GET /movies/The%20Matrix HTTP/1.1" 200 1266 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:46:51 +0000] "GET /movies/genre/%comedy HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:46:58 +0000] "GET /movies HTTP/1.1" 200 10409 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:47:07 +0000] "POST /users/2/speed HTTP/1.1" 200 38 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:47:11 +0000] "POST /users HTTP/1.1" 400 16 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:47:15 +0000] "PUT /users/2 HTTP/1.1" 200 43 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:47:19 +0000] "DELETE /users/2/speed HTTP/1.1" 200 42 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:49:19 +0000] "POST /users HTTP/1.1" 400 32 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:49:45 +0000] "POST /users HTTP/1.1" 400 32 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:50:31 +0000] "POST /users HTTP/1.1" 400 32 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:50:55 +0000] "POST /users HTTP/1.1" 400 32 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:51:04 +0000] "POST /users HTTP/1.1" 400 32 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:51:25 +0000] "POST /users HTTP/1.1" 400 32 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:51:40 +0000] "POST /users HTTP/1.1" 400 32 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:51:59 +0000] "POST /users HTTP/1.1" 201 58 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:52:48 +0000] "POST /users HTTP/1.1" 400 32 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:53:08 +0000] "POST /users HTTP/1.1" 201 92 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:53:23 +0000] "PUT /users/2 HTTP/1.1" 200 35 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:54:02 +0000] "DELETE /users/1 HTTP/1.1" 200 24 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:55:15 +0000] "GET /movies/genre/sport HTTP/1.1" 404 31 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:55:27 +0000] "GET /movies/genre/action HTTP/1.1" 404 31 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:56:21 +0000] "GET /movies/genre/comedy HTTP/1.1" 404 31 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:57:38 +0000] "GET /movies/directors/Chad%20Stahelski HTTP/1.1" 200 282 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:58:28 +0000] "GET /users HTTP/1.1" 200 231 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:01:15 +0000] "GET /movies HTTP/1.1" 200 10409 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:01:50 +0000] "GET /movies/The%20Matrix HTTP/1.1" 200 1266 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:02:06 +0000] "GET /movies/genre/action HTTP/1.1" 404 31 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:02:22 +0000] "GET /movies/genre/action%20sci-fi HTTP/1.1" 404 31 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:02:34 +0000] "GET /movies/genre/action%20sci-fi HTTP/1.1" 404 31 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:02:39 +0000] "GET /movies/genre/sport HTTP/1.1" 404 31 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:03:44 +0000] "GET /movies/genre/The%20Matrix HTTP/1.1" 404 31 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:04:09 +0000] "GET /movies/The%20Matrix HTTP/1.1" 200 1266 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:06:48 +0000] "GET /movies/genre/sport HTTP/1.1" 404 31 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:08:57 +0000] "GET /movies/genre/sport HTTP/1.1" 400 13 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:09:03 +0000] "GET /movies/genre/action HTTP/1.1" 400 13 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:12:58 +0000] "GET /movies/genre/action HTTP/1.1" 400 13 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:13:04 +0000] "GET /movies/genre/fantasy HTTP/1.1" 400 13 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:22:13:12 +0000] "GET /movies/The%20Matrix HTTP/1.1" 200 1266 "-" "PostmanRuntime/7.32.2"
